lncRNA,Disease,PubMed ID
WSPAR,Asthma,30528236
WiNTRLINC1,Colonic Neoplasms,31549316
WFDC21P,Stomach Neoplasms,34601496
WFDC21P,Triple Negative Breast Neoplasms,36387210
WFDC21P,lung carcinoma,34301920
WEE2-AS1,"Carcinoma, Hepatocellular",30471857
WEE2-AS1,Glioma,35393008
WEE2-AS1,Triple Negative Breast Neoplasms,32307083
WT1-AS,Uterine Cervical Neoplasms,30720155
XIST,"Carcinoma, Hepatocellular",33858324
XIRP2-AS1,Colonic Neoplasms,31410022
XIST,Sleep Apnea Syndromes,33791009
XIST,Neoplasms,35730492
WT1-AS,"Thyroid Cancer, Papillary",32021456
WWTR1-AS1,Squamous Cell Carcinoma of Head and Neck,31172583
WWOX-AS1,"Carcinoma, Hepatocellular",32931356
WT-AS,"Carcinoma, Non-Small-Cell Lung",33015785
WTAPP1,"Carcinoma, Non-Small-Cell Lung",32473628
WTAPP1,laryngeal carcinoma,33015795
WT1-AS,"Carcinoma, Non-Small-Cell Lung",33514344
WT1-AS,"Carcinoma, Non-Small-Cell Lung",33603394
XIST,"Leukemia, Myeloid, Acute",36208229
XIST,"Leukemia, Myeloid, Acute",33228517
XIST,Parkinson Disease,33494069
ZEB1-AS1,Liver Neoplasms,30988735
ZEB1-AS1,Urinary Bladder Neoplasms,30823924
ZEB1-AS1,Urinary Bladder Neoplasms,31115480
ZEB1-AS1,Squamous Cell Carcinoma of Head and Neck,33888994
ZEB1-AS1,Pancreatic Neoplasms,32513531
ZEB1-AS1,Cholangiocarcinoma,32236578
ZEB1-AS1,Prostatic Neoplasms,32275162
ZEB1-AS1,Melanoma,30651872
ZEB1-AS1,Esophageal Squamous Cell Carcinoma,31638344
ZEB1-AS1,"Carcinoma, Hepatocellular",33788950
ZEB1-AS1,Diabetic Lung,33193839
ZEB1-AS1,Chlamydia,35266440
ZDHHC8BP,Colorectal Neoplasms,30840269
ZC3H12A-DT,Squamous Cell Carcinoma of Head and Neck,33797737
ZBTB20-AS1,Alzheimer Disease,36502636
ZEB1-AS1,"Carcinoma, Hepatocellular",33865414
ZEB1-AS1,"Carcinoma, Hepatocellular",32742459
XIST,Osteosarcoma,34164475
ZEB2-AS1,Squamous Cell Carcinoma of Head and Neck,30950191
ZEB2-AS1,Osteosarcoma,33841645
ZEB2-AS1,"Leukemia, Myeloid, Acute",31186703
ZEB2-AS1,"Leukemia, Myeloid, Acute",32700753
ZEB2-AS1,Osteosarcoma,32826416
ZEB2-AS1,"Carcinoma, Non-Small-Cell Lung",31695021
ZEB2-AS1,Pre-Eclampsia,31148230
ZEB1-AS1,"Carcinoma, Non-Small-Cell Lung",30626729
ZEB1-AS1,Colorectal Neoplasms,32669962
ZEB1-AS1,Colorectal Neoplasms,32190742
XIST,"Carcinoma, Hepatocellular",35723009
XIST,Colorectal Neoplasms,33666372
XIST,Colorectal Neoplasms,32826710
XIST,Colorectal Neoplasms,35725976
XIST,"Carcinoma, Ovarian Epithelial",31564909
XIST,"Carcinoma, Renal Cell",30717973
XIST,Osteoarthritis,31198977
XIST,Osteoarthritis,32521454
XIST,"Carcinoma, Hepatocellular",31799653
XIST,Ovarian Neoplasms,34090463
XIST,Ovarian Neoplasms,33542185
XIST,Ovarian Neoplasms,33400246
XIST,Urinary Bladder Neoplasms,31602223
XIST,Urinary Bladder Neoplasms,30362292
XIST,Urinary Bladder Neoplasms,29559853
XIST,Squamous Cell Carcinoma of Head and Neck,35912960
XIST,Osteosarcoma,30655762
XIST,Osteosarcoma,32515520
XIST,Lung Neoplasms,35067156
XIST,Esophageal Squamous Cell Carcinoma,33345719
XLOC_138,Multiple Myeloma,30861305
XLOC_006390,Colorectal Neoplasms,35874630
XLOC_005950,Osteosarcoma,34386091
XLOC_001659,Esophageal Squamous Cell Carcinoma,31754291
XLEC1,Endometrial Neoplasms,30698832
XIST,Stomach Neoplasms,33199830
XIST,Stomach Neoplasms,33154189
XIST,Stomach Neoplasms,32830093
XIST,Stomach Neoplasms,29053187
XIST,Breast Neoplasms,32774715
XIST,"Carcinoma, Non-Small-Cell Lung",31632587
XIST,"Carcinoma, Non-Small-Cell Lung",31292221
XIST,"Carcinoma, Non-Small-Cell Lung",32581553
TTN-AS1,Breast Neoplasms,32100921
TTN-AS1,"Carcinoma, Non-Small-Cell Lung",32669856
SNHG3,Osteosarcoma,30791797
SOD2,Ovarian Neoplasms,33207861
SOX21-AS1,Wilms Tumor,30992391
SOX21-AS1,Neuronal Injury,33421490
SOS1-IT1,Endometrial Neoplasms,34637090
SORBS2-AS1,"Carcinoma, Hepatocellular",34925460
SOD2,Colorectal Neoplasms,31298323
SOD2,"Carcinoma, Ovarian Epithelial",33338479
SOD2,Urinary Bladder Neoplasms,31298933
SOX21-AS1,Pancreatic Neoplasms,36335356
SOCS2-AS1,Colorectal Neoplasms,32437330
SOCS2-AS1,Endometrial Neoplasms,33824269
SOCS2-AS1,Mucocutaneous Lymph Node Syndrome,32688371
SOX21-AS1,Adenocarcinoma of Lung,32698071
SOX21-AS1,Glioma,31973536
SOX2-OT,Laryngeal Neoplasms,32266028
SOX2-OT,Triple Negative Breast Neoplasms,34997317
SOX2-OT,Nasopharyngeal carcinoma,31099048
SOX2-OT,Glioblastoma,34470582
SOX2-OT,Multiple Myeloma,32198978
SOX2-OT,Squamous Cell Carcinoma of Head and Neck,30811870
SOX2-OT,Prostatic Neoplasms,31623830
SOX2-OT,Prostatic Neoplasms,32407168
SOX2-OT,Diabetic Nephropathies,34238205
SOX21-AS1,Triple Negative Breast Neoplasms,32277517
SOX2-OT,Esophageal Neoplasms,36548179
SOX21-AS1,Breast Neoplasms,33173334
SOX21-AS1,Breast Neoplasms,33103351
SOX21-AS1,Lung Neoplasms,34511042
SOX21-AS1,Osteosarcoma,33341286
SOX21-AS1,Uterine Cervical Neoplasms,30912129
SOX2-OT,Parkinson Disease,34607512
hsa_circ_0006872,"Pulmonary Disease, Chronic Obstructive",33248690
SNHG9,Ovarian Neoplasms,33363617
SNHG9,Osteosarcoma,36004648
SNHG9,Glioma,33789359
SNHG9,Glioblastoma,31504670
SNHG9,Pancreatic Neoplasms,30210701
SNHG9,Endometrial Neoplasms,33821518
SNHG9,Hepatoblastoma,34539877
SNHG9,"Carcinoma, Hepatocellular",33898523
SNHG8,Stomach Neoplasms,31620977
SNHG8,Breast Neoplasms,33275231
SNHG8,Breast Neoplasms,33854372
SNHG8,Colorectal Neoplasms,34122628
SNHG8,"Carcinoma, Hepatocellular",30537734
SNRPFP1,"Carcinoma, Hepatocellular",36535956
SOX2-OT,Uterine Cervical Neoplasms,32286144
SOX2-OT,Urinary Bladder Neoplasms,32019566
SNHG8,Osteosarcoma,32774713
ST8SIA6-AS1,Triple Negative Breast Neoplasms,35730485
STARD13-AS,lung squamous cell carcinoma,32949706
ST8SIA6-AS1,Breast Neoplasms,31784750
ST8SIA6-AS1,Breast Neoplasms,33037712
ST8SIA6-AS1,Colorectal Neoplasms,32373956
ST8SIA6-AS1,"Carcinoma, Hepatocellular",33416148
ST8SIA6-AS1,"Carcinoma, Hepatocellular",33012505
ST8SIA6-AS1,"Carcinoma, Hepatocellular",32536820
ST8SIA6-AS1,"Carcinoma, Hepatocellular",35946523
ST8SIA6-AS1,Adenocarcinoma of Lung,33363573
STCAT16,Stomach Neoplasms,30957180
ST8SIA6-AS1,Cholangiocarcinoma,34040387
ST8SIA6-AS1,Liver Neoplasms,34659494
ST7-AS1,"Thyroid Cancer, Papillary",36030355
ST7-AS1,Glioma,33476649
ST7-AS1,Adenocarcinoma of Lung,33327962
ST7-AS1,Squamous Cell Carcinoma of Head and Neck,30853182
ST3GAL6-AS1,Colorectal Neoplasms,30613961
ST3GAL6-AS1,Multiple Myeloma,32218309
STARD13-AS,Colorectal Neoplasms,31807011
STEAP3-AS1,Colonic Neoplasms,32679543
SYNE3,Urinary Bladder Neoplasms,33855047
SWINGN,Stomach Neoplasms,31576144
SWINGN,Ovarian Neoplasms,31819497
SUMO1P3,Stomach Neoplasms,33179980
STMN1P2-201,Breast Neoplasms,34057025
SUMO1P3,Colorectal Neoplasms,30799082
SUMO1P3,"Carcinoma, Hepatocellular",29905911
SUMO1P3,Glioma,33791000
SUMO1P3,Pancreatic Neoplasms,30333879
SUMO1P3,Liver Neoplasms,33181633
STXBP5-AS1,Uterine Cervical Neoplasms,31212131
STXBP5-AS1,Glioma,33965377
ST3GAL6-AS1,Multiple Myeloma,33649796
SOX2-OT,Ovarian Neoplasms,34690112
SOX9-AS1,"Carcinoma, Hepatocellular",31402556
SPINT1-AS1,Colorectal Neoplasms,36274378
SPAAR,"Carcinoma, Hepatocellular",30825207
SPAAR,Glioma,30070327
SPINT1-AS1,Colorectal Neoplasms,35068341
SOX2-OT,"Carcinoma, Non-Small-Cell Lung",34215717
SOX2-OT,"Carcinoma, Non-Small-Cell Lung",34394184
SOX2-OT,Colorectal Neoplasms,33993197
SOX2-OT,"Carcinoma, Hepatocellular",29963193
SOX2-OT,"Carcinoma, Hepatocellular",34322386
SPINT1-AS1,Uterine Cervical Neoplasms,34350182
SPINT1-AS1,Breast Neoplasms,33246290
SRA1,Ovarian Neoplasms,34402503
SRA1,Osteosarcoma,31106680
SRA1,Endometrial Neoplasms,31892849
SPTY2D1OS,Thyroid Neoplasms,35562181
SPRY4‑IT1,Osteosarcoma,31746422
SPRY4-IT1,Stomach Neoplasms,31330497
SPRY4-IT1,Breast Neoplasms,31736268
SPRY4-IT1,"Carcinoma, Hepatocellular",31943198
SPRY4-IT1,pancreatic ductal adenocarcinoma,29551494
SPRY4-IT1,Uterine Cervical Neoplasms,31092700
SPRY4-IT1,Glioma,36479622
SPRY4-IT1,Nasopharyngeal carcinoma,35378932
SPRR2C,Psoriasis,33452236
SPOCD1-AS,Ovarian Neoplasms,33726799
SNHG8,Ovarian Neoplasms,33491301
SNHG8,Parkinson Disease,36401052
TTN-AS1,Colorectal Neoplasms,31920341
SNHG5,"Colitis, Ulcerative",34334085
SNHG5,Glioma,30854143
SNHG5,Glioma,31292168
SNHG5,Nasopharyngeal carcinoma,32131767
SNHG5,Glioblastoma,31657621
SNHG5,"Carcinoma, Renal Cell",32194916
SNHG5,Melanoma,30636880
SNHG5,Endometrial Neoplasms,31885582
SNHG5,Esophageal Neoplasms,33095847
SNHG5,"Aortic Aneurysm, Abdominal",34185955
SNHG5,Uterine Cervical Neoplasms,33622094
SNHG5,"Lymphoma, Large B-Cell, Diffuse",35154447
SNHG5,Respiratory Distress Syndrome,33170429
SNHG5,"Leukemia, Myeloid, Acute",33318617
SNHG5,"Carcinoma, Hepatocellular",35338348
SNHG5,Acute Kidney Injury,33479745
SNHG5,diabetic macular edema,35001073
SNHG5,Glioma,31920337
SNHG5,"Leukemia, Myeloid, Acute",32266420
SNHG4,Stomach Neoplasms,33567852
SNHG6,Triple Negative Breast Neoplasms,36247503
SNHG6,ovarian clear cell carcinoma,31119871
SNHG6,"Carcinoma, Basosquamous",31257923
SNHG6,"Carcinoma, Non-Small-Cell Lung",32590190
SNHG6,gallbladder carcinoma,32744686
SNHG6,Colonic Neoplasms,31533634
SNHG6,Wilms Tumor,33481659
SNHG6,Chondrosarcoma,33431838
SNHG6,Amyotrophic Lateral Sclerosis 7,35096086
SNHG6,"Abortion, Spontaneous",36173586
SNHG5,Osteosarcoma,30250399
SNHG5,Breast Neoplasms,31255976
SNHG5,Breast Neoplasms,36438499
SNHG5,"Carcinoma, Non-Small-Cell Lung",35963709
SNHG5,Colorectal Neoplasms,30395767
SNHG5,Osteoarthritis,32967481
SNHG5,"Carcinoma, Hepatocellular",32329834
SNHG5,Squamous Cell Carcinoma of Head and Neck,33093919
SNHG4,Stomach Neoplasms,33236157
SNHG6,Pituitary Neoplasms,32935999
SNHG3,"Carcinoma, Hepatocellular",31692508
SNHG3,"Carcinoma, Non-Small-Cell Lung",31602642
SNHG3,"Carcinoma, Non-Small-Cell Lung",33225676
SNHG3,"Carcinoma, Non-Small-Cell Lung",33177840
SNHG3,Colorectal Neoplasms,32187965
SNHG3,Colorectal Neoplasms,35922404
SNHG3,"Thyroid Cancer, Papillary",32284745
SNHG3,Osteoarthritis,30797154
SNHG3,"Carcinoma, Hepatocellular",31548493
SNHG3,Breast Neoplasms,32883233
SNHG3,Ovarian Neoplasms,29758922
SNHG3,Ovarian Neoplasms,33552243
SNHG3,Ovarian Neoplasms,33149611
SNHG3,Urinary Bladder Neoplasms,32596993
SNHG3,Urinary Bladder Neoplasms,36208024
SNHG3,Squamous Cell Carcinoma of Head and Neck,31762107
SNHG3,Squamous Cell Carcinoma of Head and Neck,32989886
SNHG3,Breast Neoplasms,33594311
SNHG3,Breast Neoplasms,31586299
SNHG4,"Carcinoma, Non-Small-Cell Lung",33816782
SNHG4,Osteosarcoma,30152090
SNHG4,"Carcinoma, Non-Small-Cell Lung",34686507
SNHG4,Lung Neoplasms,31220419
SNHG4,Colorectal Neoplasms,33744866
SNHG4,Colorectal Neoplasms,34786048
SNHG4,Colorectal Neoplasms,36482019
SNHG4,"Carcinoma, Renal Cell",33088220
SNHG4,"Carcinoma, Hepatocellular",36565037
SNHG4,Osteosarcoma,32537941
SNHG3,Stomach Neoplasms,35528235
SNHG4,"Leukemia, Myeloid, Acute",32319862
SNHG4,Uterine Cervical Neoplasms,31590627
SNHG4,"Thyroid Cancer, Papillary",36004691
SNHG4,Prostatic Neoplasms,31608997
SNHG4,Neuroblastoma,32614236
SNHG3,Stomach Neoplasms,31534128
SNHG3,Stomach Neoplasms,34898477
SNHG3,Stomach Neoplasms,34257656
SNHG6,Esophageal Squamous Cell Carcinoma,34766670
SNHG6,"Carcinoma, Renal Cell",33150667
SNHG8,Esophageal Neoplasms,35067159
SNHG7,Glioma,32628059
SNHG7,Urinary Bladder Neoplasms,30527358
SNHG7,Urinary Bladder Neoplasms,32898531
SNHG7,Osteosarcoma,31114984
SNHG7,Parkinson Disease,34369042
SNHG7,Esophageal Neoplasms,34012636
SNHG7,Uterine Cervical Neoplasms,31773679
SNHG7,Uterine Cervical Neoplasms,32161467
SNHG7,Glioma,34113393
SNHG7,Ovarian Neoplasms,34709112
SNHG7,Nasopharyngeal carcinoma,32370736
SNHG7,Thyroid Neoplasms,31210313
SNHG7,Pancreatic Neoplasms,30949340
SNHG7,Pancreatic Neoplasms,33680120
SNHG7,Adenocarcinoma of Lung,32201260
SNHG7,Prostatic Neoplasms,31324390
SNHG7,Prostatic Neoplasms,35405116
SNHG7,Melanoma,32365219
SNHG7,Urinary Bladder Neoplasms,30719150
SNHG7,Ovarian Neoplasms,32420685
SNHG7,Pituitary Neoplasms,32880813
SNHG8,Heart Injuries,34165173
SNHG8,Triple Negative Breast Neoplasms,34362407
SNHG8,Nasopharyngeal carcinoma,32920509
SNHG8,Nasopharyngeal carcinoma,35080988
SNHG8,"Carcinoma, Non-Small-Cell Lung",30275712
SNHG8,Prostatic Neoplasms,33450101
SNHG8,Melanoma,35156513
SNHG8,Myocardial Infarction,36282350
SNHG8,"Lymphoma, Large B-Cell, Diffuse",33816305
SNHG7-1,"Abortion, Spontaneous",30788002
SNHG7,"Carcinoma, Hepatocellular",33738672
SNHG7-003,Atherosclerosis,33416100
SNHG7,Stomach Neoplasms,31814518
SNHG7,Stomach Neoplasms,34512753
SNHG7,Breast Neoplasms,31132353
SNHG7,Breast Neoplasms,31897328
SNHG7,Breast Neoplasms,31378900
SNHG7,Breast Neoplasms,33099915
SNHG7,"Carcinoma, Hepatocellular",31545291
SNHG7,Neuroblastoma,30623419
SNHG6,Uterine Cervical Neoplasms,32884447
SNHG6,Colorectal Neoplasms,30666158
SNHG6,Colorectal Neoplasms,31118686
SNHG6,Colorectal Neoplasms,32840014
SNHG6,"Carcinoma, Hepatocellular",31563323
SNHG6,"Carcinoma, Hepatocellular",34252487
SNHG6,"Carcinoma, Hepatocellular",33663502
SNHG6,"Carcinoma, Hepatocellular",35995997
SNHG6,"Carcinoma, Hepatocellular",36605586
SNHG6,Triple Negative Breast Neoplasms,34026654
SNHG6,Colorectal Neoplasms,30662328
SNHG6,Glioma,32613482
SNHG6,Glioma,34485294
SNHG6,Glioma,29579705
SNHG6,Nasopharyngeal carcinoma,33744438
SNHG6,"Thyroid Cancer, Papillary",34804881
SNHG6,Esophageal Squamous Cell Carcinoma,33192074
SNHG6,Pancreatic Neoplasms,32433053
SNHG6,Cholangiocarcinoma,32226515
SNHG6,Colorectal Neoplasms,30626446
SNHG6,Colorectal Neoplasms,30157475
SNHG7,Neuroblastoma,32534305
SNHG6,Stomach Neoplasms,34821362
SNHG7,Uveal melanoma,32002036
SNHG7,Diabetic Retinopathy,33600866
SNHG7,Colonic Neoplasms,31721543
SNHG7,Pre-Eclampsia,34606403
SNHG7,"Fractures, Bone",30899396
SNHG6,Stomach Neoplasms,30031062
SNHG6,Breast Neoplasms,30522015
SNHG6,Esophageal Squamous Cell Carcinoma,30899408
SNHG6,Breast Neoplasms,31387807
SNHG6,Breast Neoplasms,30826970
SNHG6,Breast Neoplasms,33782812
SNHG6,"Carcinoma, Non-Small-Cell Lung",32202941
SNHG6,"Carcinoma, Non-Small-Cell Lung",32147945
SNHG6,"Carcinoma, Non-Small-Cell Lung",32099396
SNHG6,"Carcinoma, Non-Small-Cell Lung",36494339
SNHG6,Esophageal Squamous Cell Carcinoma,31853782
TP73-AS1,Uterine Cervical Neoplasms,35316908
TP73-AS1,Osteosarcoma,30216569
TP73-AS1,"Leukemia, Myeloid, Acute",32412786
TP73-AS1,pancreatic ductal adenocarcinoma,33683827
TP73-AS1,Uterine Cervical Neoplasms,31663517
TP73-AS1,Uterine Cervical Neoplasms,31232491
TP73-AS1,Uterine Cervical Neoplasms,31432138
TP73-AS1,Glioma,32416102
TP73-AS1,Urinary Bladder Neoplasms,29625110
TP73-AS1,Nasopharyngeal carcinoma,33400379
TP73-AS1,Nasopharyngeal carcinoma,35012518
TP73-AS1,Pancreatic Neoplasms,30643007
TP73-AS1,Pancreatic Neoplasms,34007135
TP73-AS1,Adenocarcinoma of Lung,30541897
TP73-AS1,"Carcinoma, Non-Small-Cell Lung",36118078
TP73-AS1,Cholangiocarcinoma,29966969
TP73-AS1,Triple Negative Breast Neoplasms,30193732
TP73-AS1,Osteosarcoma,29864904
TP73-AS1,Ovarian Neoplasms,29904939
TP73-AS1,Retinoblastoma,31015368
TP73-AS1,Stomach Neoplasms,32248369
TPT1-AS1,"Carcinoma, Hepatocellular",35377976
TPT1-AS1,Glioblastoma,32783743
TPT1-AS1,Pancreatic Neoplasms,35534983
TP73-AS1,Stomach Neoplasms,30279010
TP73-AS1,Stomach Neoplasms,30127921
TP73-AS1,Stomach Neoplasms,35281863
TP73-AS1,"Carcinoma, Hepatocellular",32818670
TP73-AS1,Breast Neoplasms,31901156
TP73-AS1,"Carcinoma, Non-Small-Cell Lung",31129247
TP73-AS1,"Carcinoma, Non-Small-Cell Lung",31749884
TP73-AS1,Lung Neoplasms,32764992
TP73-AS1,Colorectal Neoplasms,30010111
TP73-AS1,Colorectal Neoplasms,30472379
TP73-AS1,Colorectal Neoplasms,31908524
TP73-AS1,Colorectal Neoplasms,35896939
TP73-AS1,Prostatic Neoplasms,35138524
TP73-AS1,"Lymphoma, Extranodal NK-T-Cell",34565015
TPT1-AS1,Colorectal Neoplasms,35022996
TNFRSF10A-AS1,Colorectal Neoplasms,35721888
TOB1-AS1,Esophageal Squamous Cell Carcinoma,36002674
TNK2-AS1,Stomach Neoplasms,34494305
TNK2-AS1,"Carcinoma, Non-Small-Cell Lung",30454892
TNK2-AS1,"Leukemia, Myeloid, Acute",35941836
TNFRSF10A-DT,Adenocarcinoma of Lung,33318313
TNFRSF10A-AS1,Stomach Neoplasms,35637954
TMPOP2,Uterine Cervical Neoplasms,30728257
TONSL-AS1,"Carcinoma, Ovarian Epithelial",32414422
TMPO-AS1,Stomach Neoplasms,32110100
TMPO-AS1,Stomach Neoplasms,33295056
TMPO-AS1,Breast Neoplasms,33235626
TMPO-AS1,Breast Neoplasms,32437068
TMPO-AS1,Breast Neoplasms,34786045
TMPO-AS1,"Carcinoma, Non-Small-Cell Lung",32969763
TMPO-AS1,Esophageal Squamous Cell Carcinoma,35760875
TOB1-AS1,Stomach Neoplasms,31799657
TP73-AS1,Stomach Neoplasms,34314802
TP53TG1,Retinoblastoma,34247545
TP53TG1,Stomach Neoplasms,36114757
TP53TG1,"Carcinoma, Hepatocellular",34564314
TP53TG1,"Carcinoma, Hepatocellular",33957185
TP53TG1,pancreatic ductal adenocarcinoma,31325400
TP53TG1,Uterine Cervical Neoplasms,36267418
TP53TG1,Uterine Cervical Neoplasms,35090377
TP53TG1,Triple Negative Breast Neoplasms,31819536
TP53TG1,Idiopathic Pulmonary Fibrosis,35661695
TP53COR1,Stomach Neoplasms,30484893
TONSL-AS1,Stomach Neoplasms,31158361
TP53COR1,"Carcinoma, Non-Small-Cell Lung",30535441
TP53COR1,"Carcinoma, Non-Small-Cell Lung",30556447
TP53COR1,Esophageal Squamous Cell Carcinoma,31308755
TP53COR1,Urinary Bladder Neoplasms,30902882
TP53COR1,Squamous Cell Carcinoma of Head and Neck,30857539
TP53COR1,Atherosclerosis,33169349
TP53COR1,"Diabetes Mellitus, Type 2",33007789
TP53COR1,"Aortic Aneurysm, Abdominal",36436251
TPT1-AS1,"Carcinoma, Ovarian Epithelial",30941821
TPT1-AS1,Colorectal Neoplasms,32248186
TTC39A-AS1,Cerebral Ischemia/Reperfusion Injury,35549989
TTN-AS1,gallbladder carcinoma,34090483
TTN-AS1,Triple Negative Breast Neoplasms,33179096
TTN-AS1,Endometrial Neoplasms,32945477
TSPOAP1-AS1,"Carcinoma, Hepatocellular",31847842
TSPOAP1-AS1,"Carcinoma, Non-Small-Cell Lung",36032951
TSPOAP1-AS1,"Arthritis, Rheumatoid",34766472
TSPEAR-AS2,Squamous Cell Carcinoma of Head and Neck,34336002
TSPEAR-AS1,"Carcinoma, Hepatocellular",35477008
TSLC8,Colorectal Neoplasms,33218295
TTN-AS1,Prostatic Neoplasms,31599406
TTN-AS1,"Carcinoma, Renal Cell",32440207
TRPM2-AS,Stomach Neoplasms,32424838
TTN-AS1,Colorectal Neoplasms,31610194
TTN-AS1,"Carcinoma, Hepatocellular",33387127
TTN-AS1,"Carcinoma, Hepatocellular",33517826
TTN-AS1,Ovarian Neoplasms,32049388
TTN-AS1,Urinary Bladder Neoplasms,34671381
TTN-AS1,Squamous Cell Carcinoma of Head and Neck,32863773
TTN-AS1,Squamous Cell Carcinoma of Head and Neck,34606420
TTN-AS1,Osteosarcoma,34141611
TTN-AS1,Cholangiocarcinoma,34903127
TTN-AS1,Glioma,32705233
TTN-AS1,"Thyroid Cancer, Papillary",30811764
TTN-AS1,Pancreatic Neoplasms,34584569
TTN-AS1,Adenocarcinoma of Lung,31027732
TTN-AS1,Adenocarcinoma of Lung,31363080
TTN-AS1,Adenocarcinoma of Lung,31173403
TTN-AS1,Cholangiocarcinoma,32801339
TRPM2-AS,Stomach Neoplasms,31104318
TRPM2-AS,"Carcinoma, Non-Small-Cell Lung",33209893
TPT1-AS1,Breast Neoplasms,32961484
TPTEP1,Stomach Neoplasms,35985238
TRERNA1,"Carcinoma, Hepatocellular",31012192
TRAF3IP2,"Carcinoma, Renal Cell",35897085
TPTEP1,"Carcinoma, Non-Small-Cell Lung",32323798
TRERNA1,"Carcinoma, Non-Small-Cell Lung",32096153
TPTEP1,"Carcinoma, Non-Small-Cell Lung",34539985
TPTEP1,"Carcinoma, Hepatocellular",34238665
TPTE2P1,Colorectal Neoplasms,30382596
TPTE2P1,"Carcinoma, Hepatocellular",31114999
TPT1‑AS1,Liver Neoplasms,34498708
TRPM2-AS,Colorectal Neoplasms,31887411
TRPM2-AS,gastric adenocarcinoma,34696681
TRPM2-AS,Colorectal Neoplasms,36268275
TRPM2-AS,Ovarian Neoplasms,33621194
TRPM2-AS,Urinary Bladder Neoplasms,33658791
TRPM2-AS,Esophageal Neoplasms,35156509
TRPM2-AS,Glioma,31637708
TRPM2-AS,Squamous Cell Carcinoma of Head and Neck,32922080
TRPM2-AS,Retinoblastoma,33986660
TRG-AS1,"Carcinoma, Hepatocellular",32774161
TRIM52-AS1,"Carcinoma, Hepatocellular",33519234
TRIM52-AS1,"Lymphoma, Large B-Cell, Diffuse",35676608
TRHDE-AS1,Lung Neoplasms,31119790
TRG-AS1,Lung Neoplasms,34408438
TMPO-AS1,Colorectal Neoplasms,32945436
TMPO-AS1,Colorectal Neoplasms,34370878
TMPO-AS1,"Carcinoma, Hepatocellular",32988599
TDRG1,Diabetic Retinopathy,32082175
TCTN2,"Carcinoma, Hepatocellular",36278455
TCRG1,Uterine Cervical Neoplasms,31164797
TCONS_00068220,Breast Neoplasms,33716295
TDRG1,"Carcinoma, Non-Small-Cell Lung",34856848
TCONS_00026334,Colorectal Neoplasms,32986920
TCONS_00020456,Glioblastoma,31603255
TDRG1,stomach carcinoma,31726370
TDRG1,Uterine Cervical Neoplasms,32106739
TFAP2A-AS1,Lung Neoplasms,35641154
TGFB2-AS1,Triple Negative Breast Neoplasms,36126099
TGFB2-AS1,Adenocarcinoma of Lung,32774737
TFF3-202,"Thyroid Cancer, Papillary",31632488
TFDP1,Urinary Bladder Neoplasms,31176734
TFAP2A-AS1,Breast Neoplasms,30768589
TFAP2A-AS1,Squamous Cell Carcinoma of Head and Neck,35524329
TEX41,B-cell acute lymphoblastic leukemia,34233751
TDRG1,Osteosarcoma,32606946
TERC,Stomach Neoplasms,36267723
TERC,Osteoporosis,32016954
TDRKH-AS1,Colorectal Neoplasms,32670860
TDRG1,Breast Neoplasms,33822672
TDRG1,"Carcinoma, Non-Small-Cell Lung",31742752
TDRG1,Lung Neoplasms,36444968
TDRG1,Colorectal Neoplasms,35730470
TMPO-AS1,"Carcinoma, Hepatocellular",32753892
TARID,Coronary Artery Disease,35304681
TACR3-AS1,laryngeal squamous cell carcinoma,33893613
TATDN1,Triple Negative Breast Neoplasms,33192097
TCONS_00006195,"Carcinoma, Hepatocellular",30518748
TCONS_00004099,Glioma,34277823
TCLlnc1,"Lymphoma, T-Cell, Peripheral",33767152
TCL6,"Carcinoma, Hepatocellular",32020591
TCL6,Retinoblastoma,31680766
TCL6,Kidney Neoplasms,33500248
TCF7,Ovarian Neoplasms,34868900
TATDN1,"Carcinoma, Hepatocellular",31378885
TCF7,Multiple Myeloma,33552250
TCEAL1,Liver Neoplasms,31186722
TBX5-AS1:2,Tetralogy of Fallot,32368852
TBX5-AS1,"Carcinoma, Non-Small-Cell Lung",32884287
TBULC,"Carcinoma, Non-Small-Cell Lung",31921623
TATDN1,Breast Neoplasms,31298381
TGLC15,"Carcinoma, Hepatocellular",31495979
THAP9-AS1,pancreatic ductal adenocarcinoma,31831555
THAP9-AS1,"Carcinoma, Hepatocellular",36170961
TMEM161B-DT,Glioma,34689169
TMEM44-AS1,Glioma,34696771
TMEM238L,"Carcinoma, Hepatocellular",33489916
TMEM238L,Urinary Bladder Neoplasms,32367602
TMEM238L,Uterine Cervical Neoplasms,30372871
TMEM238L,Glioma,30061182
TMEM238L,"Carcinoma, Renal Cell",32196582
TMEM220-AS1,"Carcinoma, Hepatocellular",34659569
TMEM220-AS1,"Carcinoma, Hepatocellular",34422806
TMEM161B‐AS1,Esophageal Squamous Cell Carcinoma,34046994
TMEM92-AS1,Stomach Neoplasms,33247987
TMEM147-AS1,Prostatic Neoplasms,36181243
TMCC1-DT,Liver Neoplasms,34589152
TMC6,Thyroid Neoplasms,34393509
TM4SF1-AS1,gastric adenocarcinoma,35311149
TM4SF19-AS1,Squamous Cell Carcinoma of Head and Neck,36411963
TLX1NB,Colonic Neoplasms,35502613
TLR8-AS1,"Carcinoma, Hepatocellular",34665305
